Company Name,Agency,Instrument Type,Instrument_Family,Fee_Avg_Lakhs,Fee_Low_Lakhs,Fee_High_Lakhs,Rating,Rating Date,Amount Cr,Sector,Pipeline_Window,Current Urgency,Call_Window,NCD_Flag,Why Target,ACER Pitch Angle
Maxheal Laboratories Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,12-Feb-2026,6.38,Healthcare,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Capital Ventures Pvt. Ltd.,CARE,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B-,12-Feb-2026,6.0,BFSI,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Nataraj Polyplast Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,12-Feb-2026,5.68,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Gogreen Warehouses Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4+,12-Feb-2026,5.0,Logistics,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Kalthia Priyheer Infrastructure Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,BB,12-Feb-2026,4.51,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Kuber Casting Pvt. Ltd.,CARE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,12-Feb-2026,3.5,Steel & Metals,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Omni Impex Pvt. Ltd.,CARE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,12-Feb-2026,3.5,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Paramount Automotives Pvt. Ltd.,CARE,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B-,12-Feb-2026,3.0,Automobiles,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shakti Maltare & Lemonade Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,12-Feb-2026,2.94,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Luxor International Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,12-Feb-2026,2.25,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Paramount Automotives Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,12-Feb-2026,2.0,Automobiles,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Vee Vee Controls Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,B,12-Feb-2026,2.0,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Kuber Casting Pvt. Ltd.,CARE,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B-/A4,12-Feb-2026,1.5,Steel & Metals,October 2026,LOW,Nov Wk2 (Nov 8-14),NCD — SEBI License Required,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Maxheal Laboratories Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,12-Feb-2026,1.0,Healthcare,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Omni Impex Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,12-Feb-2026,0.67,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Nataraj Polyplast Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,12-Feb-2026,0.5,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Utkal Metallics Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,12-Feb-2026,0.4,Steel & Metals,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Karnataka Handloom Devp. Corpn. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,B+,12-Feb-2026,0.01,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Candeur Constructions Pvt. Ltd.,ICRA,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B+,13-Feb-2026,400.0,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Candeur Constructions Pvt. Ltd.,ICRA,Term Loan,Term Loan,5.0,3.0,7.0,B+,13-Feb-2026,200.0,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Mackintosh Burn Ltd.,ICRA,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4,13-Feb-2026,100.0,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Sai Sudha Motors Pvt. Ltd.,CRISIL,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,BBB-,13-Feb-2026,83.5,Automobiles,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Suvidhi Rayons Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,BB+,13-Feb-2026,39.0,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mackintosh Burn Ltd.,ICRA,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B+/A4,13-Feb-2026,24.45,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),NCD — SEBI License Required,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Shree Saibaba Green Power Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,B-,13-Feb-2026,16.25,Energy,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Suvidhi Rayons Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,BB+,13-Feb-2026,11.0,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Quality Wovensacks Pvt. Ltd.,ICRA,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B+/A4,13-Feb-2026,10.85,Paper/Packaging,October 2026,LOW,Nov Wk2 (Nov 8-14),NCD — SEBI License Required,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Foods & Inns Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,13-Feb-2026,10.0,Agro & Food,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Nirmal Fibres Pvt. Ltd.,ACUITE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,B,13-Feb-2026,8.0,Textiles,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sai Sudha Motors Pvt. Ltd.,CRISIL,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,BBB-,13-Feb-2026,7.5,Automobiles,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sneha Medicare Pvt. Ltd.,ACUITE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4+,13-Feb-2026,7.0,Automobiles,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
M D A Mineral Dhatu (A P) Pvt. Ltd.,ICRA,Term Loan,Term Loan,5.0,3.0,7.0,C+,13-Feb-2026,6.0,Mining & Minerals,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Sri K P R Industries Ltd.,ICRA,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4,13-Feb-2026,6.0,Manufacturing,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Nirmal Fibres Pvt. Ltd.,ACUITE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,13-Feb-2026,5.0,Textiles,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Tulsi Biosciences Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,13-Feb-2026,4.0,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Tulsi Biosciences Pvt. Ltd.,BRICKWORK,Term Loan,Term Loan,5.0,3.0,7.0,C,13-Feb-2026,3.18,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Prince Ginning & Prsg. Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,B-,13-Feb-2026,2.95,Hotels & Tourism,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
M D A Mineral Dhatu (A P) Pvt. Ltd.,ICRA,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,C+,13-Feb-2026,2.5,Mining & Minerals,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Darpan Infrastructure Pvt. Ltd.,ICRA,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4,13-Feb-2026,2.25,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Sri K P R Industries Ltd.,ICRA,Term Loan,Term Loan,5.0,3.0,7.0,C+,13-Feb-2026,1.4,Manufacturing,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Foods & Inns Ltd.,BRICKWORK,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,13-Feb-2026,1.0,Agro & Food,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Sneha Medicare Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,BB,13-Feb-2026,0.5,Automobiles,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sudarshan Auto Electrical Components Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,13-Feb-2026,0.5,Manufacturing,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Darpan Infrastructure Pvt. Ltd.,ICRA,Term Loan,Term Loan,5.0,3.0,7.0,B+,13-Feb-2026,0.39,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Sudarshan Auto Electrical Components Pvt. Ltd.,BRICKWORK,Term Loan,Term Loan,5.0,3.0,7.0,C-,13-Feb-2026,0.13,Manufacturing,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Prince Ginning & Prsg. Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,13-Feb-2026,0.05,Hotels & Tourism,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Darpan Infrastructure Pvt. Ltd.,ICRA,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B+/A4,13-Feb-2026,0.01,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),NCD — SEBI License Required,INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Sintex Prefab & Infra Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,A 4,16-Feb-2026,543.63,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sintex Prefab & Infra Ltd.,ACUITE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,16-Feb-2026,105.0,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Venkateshwara Power Project Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B+,16-Feb-2026,103.39,Energy,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sintex Prefab & Infra Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,C,16-Feb-2026,50.0,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Yashodhara Super-Speciality Hospital Pvt. Ltd.,ICRA,Term Loan,Term Loan,5.0,3.0,7.0,B+,16-Feb-2026,40.0,Healthcare,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Avon Tubetech Pvt. Ltd.,ACUITE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,16-Feb-2026,33.71,Steel & Metals,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Sintex Prefab & Infra Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,16-Feb-2026,30.0,Construction,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Swiss Garnier Biotech Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B+,16-Feb-2026,22.87,Healthcare,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shivshiva Steel Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,16-Feb-2026,21.0,Steel & Metals,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Mutha Founders Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B+,16-Feb-2026,20.0,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Swiss Garnier Genexiaa Sciences Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B+,16-Feb-2026,16.33,Other,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Vasai Roller Flour Mills Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,16-Feb-2026,14.0,Agro & Food,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
M N R Cottons Pvt. Ltd.,ICRA,Term Loan,Term Loan,5.0,3.0,7.0,B+,16-Feb-2026,12.0,Agro & Food,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Pinnacle Hospitals India Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,BB-,16-Feb-2026,11.35,Healthcare,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Q R S Retail Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,16-Feb-2026,10.86,Media/Retail,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Pack Paper Agencies Pvt. Ltd.,CARE,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B-/A4,16-Feb-2026,10.5,Paper/Packaging,October 2026,LOW,Nov Wk2 (Nov 8-14),NCD — SEBI License Required,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shree Bhagwati Agrotech Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,B-,16-Feb-2026,7.92,Agro & Food,October 2026,LOW,Nov Wk2 (Nov 8-14),Standard,INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
