Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Dinkar Technologies Pvt. Ltd.,IND-RA,Term loans,AA-,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Dugar Polymers Ltd.,ACUITE,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Dugar Polymers Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
East India Pharmaceutical Works Ltd.,ICRA,Bank Guarantee,A 4+,,UNKNOWN,Pharma/Biotech,Active,Downgraded,Recently downgraded — evaluate switching.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Elastrex Polymers Pvt. Ltd.,CARE,Term loans,BBB+,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Element Chemilink Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Element Chemilink Pvt. Ltd.,IND-RA,Non-government debt,B/A4,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Elkay Chemicals Pvt. Ltd.,ICRA,Non-government debt,A 2,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Emcure Pharmaceuticals Ltd.,CRISIL,Fund based financial facility/instrument,AA-,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Emmennar Pharma Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 2+,,UNKNOWN,Pharma/Biotech,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Emmennar Pharma Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Empee Sugars & Chemicals Ltd.,ICRA,Non-fund-based financial facility/instrument,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Environ Speciality Chemicals Pvt. Ltd.,CRISIL,Term loans,BB+,,UNKNOWN,Chemicals,INC,Withdrawn,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Erawat Pharma Ltd.,CRISIL,Term loans,B,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Eternis Fine Chemicals Ltd.,CRISIL,Term loans,A+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Evertogen Life Sciences Ltd.,ACUITE,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Expanded Polymer Systems Pvt. Ltd.,ACUITE,Bank Guarantee,A 3+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Expanded Polymer Systems Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Fibro Plastichem (India) Pvt. Ltd.,CARE,Letter Of credit,A 4+,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Finecure Pharmaceuticals Ltd.,CRISIL,Letter Of credit,A 3+,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Fineotex Chemical Ltd.,ICRA,Non-government debt,A+/A1+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Finkurve Financial Services Ltd.,CARE,Term loans,BBB+,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Flamingo Pharmaceuticals Ltd.,CRISIL,Term loans,BBB,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Flexi Caps & Polymers Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Flourish Paper & Chemicals Ltd.,ICRA,Non-fund-based financial facility/instrument,D,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Food & Biotech Engineers (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Food & Biotech Engineers (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,,UNKNOWN,Pharma/Biotech,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Foodlink F & B Holdings (India) Ltd.,CARE,Non-government debt,BBB/A3,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Foodlink Restaurants (India) Pvt. Ltd. [Merged],IND-RA,Term loans,B+,,UNKNOWN,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Formulated Polymers Pvt. Ltd.,ACUITE,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Fredun Pharmaceuticals Ltd.,BRICKWORK,Term loans,BBB+,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
G Net Tradelinks Pvt. Ltd.,ACUITE,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Galaxy Surfactants Ltd.,CRISIL,Term loans,AA-,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Gemini Dyeing & Prtg. Mills Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
General Petrochemicals Pvt. Ltd.,CARE,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Gennova Biopharmaceuticals Ltd.,CRISIL,Fund based financial facility/instrument,AA-,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
German Polymers & Coatings Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Glenmark Pharmaceuticals Ltd.,CRISIL,Fund based financial facility/instrument,AA,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Glenmark Pharmaceuticals Ltd.,IND-RA,Fund based financial facility/instrument,AA,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Godavari Polymers Pvt. Ltd.,ICRA,Fund based financial facility/instrument,D,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Gowra Petrochem Pvt. Ltd.,ICRA,Non-government debt,BBB+/A2,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Graviti Pharmaceuticals Pvt. Ltd.,CARE,Non-government debt,A/A1,,UNKNOWN,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Greenstar Fertilizers Ltd.,IND-RA,Non-government debt,BBB+/A2,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Growel Formulations Pvt. Ltd.,CRISIL,Long term Loans,B,,UNKNOWN,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Gujarat Chemical Port Ltd.,CARE,Bank Guarantee,AAA,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Gujarat Fluorochemicals Ltd.,CRISIL,Term loans,AA+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,ACUITE,Long term Loans,AA+,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Gujarat Polysol Chemicals Ltd.,ACUITE,Term loans,A-,,UNKNOWN,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Gujarat State Fertilizers & Chemicals Ltd.,IND-RA,Non-fund based working capital limit,A 1+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Gupta Solvent Pvt. Ltd.,ICRA,Fund based financial facility/instrument,B+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Gupta Solvent Pvt. Ltd.,CRISIL,Long term Loans,BBB,,UNKNOWN,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
H L L Biotech Ltd.,ICRA,Term loans,D,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
H P Adhesives Ltd.,CARE,Non-government debt,BBB/A3+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Haldia Petrochemicals Ltd. [Merged],ICRA,Fund based financial facility/instrument,A+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Haresh Petrochem Pvt. Ltd.,CRISIL,Letter Of credit,A 3+,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Harmony Plastics Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,,UNKNOWN,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Harmony Plastics Pvt. Ltd.,CARE,Non-government debt,A/A1,,UNKNOWN,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Hasti Petro Chemical & Shipping Ltd.,CARE,Non-government debt,BBB+/A2,,UNKNOWN,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Health Biotech Ltd.,CRISIL,Fund based financial facility/instrument,BBB-,,UNKNOWN,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Hemodiaz Life Sciences Pvt. Ltd.,CARE,Letter Of credit,A 4,,UNKNOWN,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
