Company Name,Agencies Used,Agency Count,Last Rating Date,Rating,Instrument,Urgency,Last Rating Urgency,Sector,INC_Flag,Why Target,Pitch Angle
A I C Iron Inds. Pvt. Ltd.,ACUITE | CRISIL,2,2026-01-08,A 1,Bank Guarantee,LOW,LOW,Steel & Metals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Arjun Enterprises Pvt. Ltd.,ACUITE | CRISIL,2,2026-01-08,A 4+,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bharti Airtel Ltd.,CARE | CRISIL,2,2026-01-08,AAA/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ceat Ltd.,CARE | IND-RA,2,2026-01-08,AA,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Deepak Fasteners Ltd.,CARE | IND-RA,2,2026-01-08,BBB-/A3,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Duroply Industries Ltd.,CARE | IND-RA,2,2026-01-08,A 4+,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Efcee Global Ship Recycling Pvt. Ltd.,BRICKWORK | CARE,2,2026-01-08,A 3,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Electro Teknica Switchgears Pvt. Ltd.,CARE | IND-RA,2,2026-01-08,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Emprada Mines & Minerals Pvt. Ltd.,CARE | CRISIL,2,2026-01-08,BB+/A4+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
G V R Behari Hanumana Tollway Pvt. Ltd.,CARE | IND-RA,2,2026-01-08,D,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
G V R Panna Amanganj Tollway Pvt. Ltd.,CARE | IND-RA,2,2026-01-08,D,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Global Vectra Helicorp Ltd.,BRICKWORK | CARE,2,2026-01-08,A 4+,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ihhr Hospitality(Gujarat) Pvt. Ltd.,CARE | ICRA,2,2026-01-08,BB+,Term loans,LOW,LOW,Healthcare,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Innomotics India Pvt. Ltd.,ACUITE | ICRA,2,2026-01-08,BBB/A3+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jio Credit Ltd.,CARE | CRISIL,2,2026-01-08,AAA/A1+,Non-government debt,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Karnataka Bank Ltd.,CARE | ICRA,2,2026-01-08,A+,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Leela Ship Recycling Pvt. Ltd.,BRICKWORK | CARE,2,2026-01-08,A 3,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mukka Proteins Ltd.,CARE | IND-RA,2,2026-01-08,BBB/A3+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Panorama Electronics Pvt. Ltd.,CARE | CRISIL,2,2026-01-08,BB+/A4+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rajputana Industries Ltd.,ACUITE | CARE,2,2026-01-08,A 3+,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rohan Motors Ltd.,CRISIL | ICRA,2,2026-01-08,BB+,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shera Energy Ltd.,ACUITE | CARE,2,2026-01-08,A 3+,Letter Of credit,LOW,LOW,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shera Metal Pvt. Ltd.,ACUITE | CARE,2,2026-01-08,A 3+,Letter Of credit,LOW,LOW,Steel & Metals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Varashakti Housing Finance Pvt. Ltd.,ACUITE | CRISIL,2,2026-01-08,BBB-,Long term Loans,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Yashodakrishna Automobiles Pvt. Ltd.,BRICKWORK | CARE,2,2026-01-08,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Adwaith Lakshmi Inds. Ltd.,CRISIL | IND-RA,2,2026-01-09,A 4,Non-fund based working capital limit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Airen Metals Pvt. Ltd.,BRICKWORK | CARE,2,2026-01-09,D,Term loans,LOW,LOW,Steel & Metals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Angelique International Ltd.,CARE | CRISIL,2,2026-01-09,BBB-/A3,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bhatia Wine Merchants Pvt. Ltd.,CARE | IND-RA,2,2026-01-09,BB,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Edelweiss Financial Services Ltd.,BRICKWORK | CRISIL,2,2026-01-09,PP-MLD A+,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Emami Agrotech Ltd.,CARE | ICRA,2,2026-01-09,A-,Term loans,LOW,LOW,Agro/Food,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Falcon Agrifriz Foods Pvt. Ltd.,CARE | ICRA,2,2026-01-09,BBB-,Term loans,LOW,LOW,Agro/Food,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Konkan Railway Corpn. Ltd.,CARE | IND-RA,2,2026-01-09,AA+,Long term Loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lincoln Pharmaceuticals Ltd.,CRISIL | ICRA,2,2026-01-09,A,Fund based financial facility/instrument,LOW,LOW,Chemicals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Manba Finance Ltd.,ACUITE | CARE,2,2026-01-09,BBB+,Term loans,LOW,LOW,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Miot Hospitals Pvt. Ltd.,CARE | CRISIL,2,2026-01-09,B+,Term loans,LOW,LOW,Healthcare,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
S L N Coffee Pvt. Ltd.,BRICKWORK | CARE,2,2026-01-09,BBB,Term loans,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sharp Chucks & Machines Ltd.,BRICKWORK | CARE,2,2026-01-09,BB+/A4+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
U B Cotton Pvt. Ltd.,CARE | CRISIL,2,2026-01-09,BB/A4,Non-government debt,LOW,LOW,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Universal Import Export & Hospitality Pvt. Ltd.,ACUITE | BRICKWORK,2,2026-01-09,BB,Term loans,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vamshi Rubber Ltd.,BRICKWORK | CRISIL,2,2026-01-09,C,Term loans,LOW,LOW,Chemicals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Aditi Infrabuild & Services Ltd.,CARE | CRISIL,2,2026-01-12,A 4,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Admach Auto Inds. India Pvt. Ltd.,CRISIL | IND-RA,2,2026-01-12,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Agra Oil& General Inds. Ltd.,BRICKWORK | CRISIL,2,2026-01-12,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Asahi India Glass Ltd.,CARE | CRISIL,2,2026-01-12,AA-/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Asha Entrade Pvt. Ltd.,CARE | CRISIL,2,2026-01-12,B,Long term Loans,LOW,LOW,Trading,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
