Blitz Rank,Company Name,Sector,Instrument,Current Rater,Rating,Rating Date,Urgency,INC Flag,Priority Score,Why Target,ACER Pitch Angle,Tier
773,S S F Plastics India Ltd.,Manufacturing,Term loans,CRISIL,A,12-05-2025,HIGH,NO,3,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team",HOT
774,S.S. Fabricators & Manufacturers Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BBB+ (Upgraded),"April 9, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
775,SAB Motors Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR B (Assigned),"May 9, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
776,SNB Metal and Alloys,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
777,SUFALAM INDUSTRIES LIMITED,Manufacturing,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"April 1, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
778,Sadhu Forging Ltd.,Manufacturing,Non-government debt,ICRA,BBB-/A3,29-05-2025,HIGH,NO,3,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team",HOT
779,Sagar Industries,Manufacturing,Long Term Fund Based Bank Facilities,Infomerics,IVR BB (Assigned),"April 24, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
780,Sagar Motors,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"February 14, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
781,Sahyadri Motors Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"January 8, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
782,Sakthi Ferro Alloys (India) Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed and Withdrawn),"March 17, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
783,Samaro Global Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Upgraded),"May 27, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
784,Sandeep Auto Lines,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 3, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
785,Sanghi Industries Ltd. [Merged],Manufacturing,Term loans,IND-RA,AA,12-06-2025,HIGH,NO,3,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team",HOT
786,Santpuria Alloys Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BBB+ (Upgraded and Withdrawn),"May 14, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
787,Sanvijay Rolling and Engineering Limited,Manufacturing,Long Term Facilities,Infomerics,IVR A- (Reaffirmed),"February 19, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
788,Sanvira Industries Ltd.,Manufacturing,Term loans,CRISIL,AA-,27-05-2025,HIGH,NO,3,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team",HOT
789,Sanyo Special Steel Manufacturing India Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,IND-RA,A-,13-05-2025,HIGH,NO,3,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team",HOT
790,Sardar Motors (Auto Wheels) Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4+,13-05-2025,HIGH,NO,3,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team",HOT
791,Sardhana Papers Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded and Withdrawn),"May 26, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
792,Saru Silver Alloys Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),"March 6, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
793,Shailaja Food and Agro Industries Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BB- (Assigned),"February 25, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
794,Shankar Motors Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CRISIL,BB-,29-05-2025,HIGH,NO,3,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team",HOT
795,Sharvari Electricals,Manufacturing,Long Term Fund Based Facility - Cash Credit,Infomerics,Withdrawn,"July 22, 2022",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
796,Shayona Engineering Ltd.,Manufacturing,Term loans,CRISIL,B-,10-06-2025,HIGH,NO,3,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team",HOT
797,Shivalik Engineering Inds. Ltd.,Manufacturing,Term loans,CRISIL,A-,05-06-2025,HIGH,NO,3,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team",HOT
798,Shivalik Engineering Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,Withdrawn,"September 28, 2023",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
799,Shre Devaraja Agro Aseptic Industries (SDAAI),Manufacturing,Long term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"March 6, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
800,Shreas Industries Ltd.,Manufacturing,Term loans,IND-RA,BBB+,12-06-2025,HIGH,NO,3,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team",HOT
801,Shree Gajanan Industries,Manufacturing,Long Term Bank Facilities - Term Loan,Infomerics,Withdrawn,"May 19, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
802,Shree Krishna Paper Mills & Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed and Withdrawn),"February 20, 2024",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
803,Shreyas Sortex Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed and Withdrawn),"September 5, 2024",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
804,Shreyash Aluminium & Alloys Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,Withdrawn,"March 24, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
805,Shri Tirupati Industries,Manufacturing,Long Term Bank Facilities,Infomerics,IVR D (Downgraded),"April 1, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
806,Shubh Motors Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"April 11, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
807,Shyamalan Modern Rice Industries,Manufacturing,Long term Facilities,Infomerics,IVR BB (Assigned),"February 7, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
808,Siac S K H India Cabs Mfg. Pvt. Ltd.,Manufacturing,Short-term loan,ICRA,A 2,26-05-2025,HIGH,NO,3,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team",HOT
809,Siddhi Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),"May 23, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
810,Signet Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"May 29, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
811,Simla Automobiles Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,BRICKWORK,BB+,20-05-2025,HIGH,NO,3,"BRICKWORK client, high urgency renewal approaching","Pre-renewal outreach — ACER vs BRICKWORK: faster, more accessible, India-focused analyst team",HOT
812,Snam Alloys Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,A 2+,08-05-2025,HIGH,NO,3,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team",HOT
813,Sona B L W Precision Forgings Ltd.,Manufacturing,Non-government debt,IND-RA,AA+/A1+,19-05-2025,HIGH,NO,3,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team",HOT
814,Sonar Casting Limited,Manufacturing,Long Term Bank Facilities - Term Loan,Infomerics,IVR A- (CE) (Reaffirmed),"March 25, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
815,South Asian Ceramic Tiles Pvt. Ltd.,Manufacturing,Term loans,IND-RA,BBB+,22-05-2025,HIGH,NO,3,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team",HOT
816,Southern Agrifurane Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"February 7, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
817,Sova Electrocasting Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR C (Assigned),"March 11, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
818,Spray Engineering Devices Limited,Manufacturing,Long term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),"December 9, 2024",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
819,Sree Krishna Rice Industries,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"May 29, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
820,Sree Shivmaya Industries LLP,Manufacturing,Long Term Facilities,Infomerics,IVR BB (Assigned),"April 28, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
821,Sri Devaraaja Agro Industries (SDAI),Manufacturing,Long term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"March 6, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
822,Sri Ram Cables Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,Withdrawn,"September 20, 2024",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
823,Sri Sai Nath Agri Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"February 6, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
824,Sri Satyam Ispat Industries India Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"March 17, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
825,St. Mary's Rubbers Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"February 28, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
826,Stellar Autohaus Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 8, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
827,Surya Ferrous Alloys Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"January 21, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
828,Suyash Biofuels Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"May 26, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
829,T M Automotive Seating Systems Pvt. Ltd.,Manufacturing,Short-term loan,CRISIL,A 1,12-06-2025,HIGH,NO,3,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team",HOT
830,TR Sawhney Automobiles Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+,"April 3, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
831,TR Sawhney Motors Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+,"April 3, 2025",HIGH,NO,3,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics",HOT
