Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Why Target,ACER Pitch Angle
Rich Farms Agro Exports,Long Term Bank Facilities | Short Term Bank Facility,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Assigned),,2025-06-02,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Royal Agro Farm Private Limited(Erstwhile Royal Agro Farm),Long Term Facilities | Proposed Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR B+ (Upgraded),,2025-05-13,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
SMR Plantation Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB+ (Reaffirmed),,2025-02-28,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Samunnati Agro Solutions Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- ( Downgraded  and withdrawn),,2022-12-26,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Seeds and Grain India Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (Assigned),,2025-03-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Shaheen Agro Fresh Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (Upgraded),,2025-04-23,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Shailaja Food and Agro Industries Private Limited,Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BB- (Assigned),,2025-02-25,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Shre Devaraja Agro Aseptic Industries (SDAAI),Long term Bank Facilities | Long term Bank Facilities - Proposed,Long term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (Reaffirmed),,2025-03-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Shree Agro Crop Sciences Private Limited,Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BB,,2025-02-07,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Shyamalan Modern Rice Industries,Long term Facilities | Short Term Facilities,Long term Facilities,Infomerics,Infomerics,1,IVR BB (Assigned),,2025-02-07,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sree Krishna Rice Industries,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (Assigned),,2025-05-29,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sri Devaraaja Agro Industries (SDAI),Long term Bank Facilities | Long term Bank Facilities - Proposed | Short term Bank Facilities,Long term Bank Facilities,Infomerics,Infomerics,1,IVR BB+ (Reaffirmed),,2025-03-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sri Sai Nath Agri Industries Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB (Reaffirmed),,2025-02-06,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Sri Venkateswara Poultry Farms,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB- (Assigned),,2025-03-07,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Suraj Agro Infrastructure (India) Private Limited,Proposed Term Loan,Proposed Term Loan,Infomerics,Infomerics,1,Withdrawn,,2021-06-18,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
TLG Agro Traders Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Reaffirmed),,2025-01-10,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Udagiri Sugar and Power Limited,Long Term Bank Facilities- Cash Credit | Long Term Bank Facilities- Term Loan | Long Term/ Short Term Facilities,Long Term Bank Facilities- Term Loan,Infomerics,Infomerics,1,IVR BBB- (Assigned),,2025-02-04,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Valency Agro Private Limited,Long Term Bank Facilities | Long Term/Short Term Bank Facilities | Proposed Long Term/Short Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB- (Reaffirmed),,2025-02-17,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Vinod Rice Mill Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB (Upgraded),,2025-05-05,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
Wings Agriculture Private Limited,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BBB+ (Assigned),,2025-03-04,HIGH,3,NO,Agro/Food,Rating overdue (>12 months) | Agro/Food sector — peak season timing,Rating 12+ months overdue — renewal urgency NOW | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating
A A A Roller Flour Mills Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2026-02-26,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
A L M Food Products Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,BB-,Reaffirmed,2026-01-09,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Agri-Best India Ltd.,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,CARE,CARE,1,D,Reaffirmed,2026-04-29,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Akshat Roller Flour Mills Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,B+,Reaffirmed,2026-01-22,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Albys Agro Pvt. Ltd.,Non-fund based working capital limit,Non-fund based working capital limit,IND-RA,IND-RA,1,D,Reaffirmed,2025-12-19,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
All Rich Dairy Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2026-02-26,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Anadi Rice Mill Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2026-03-17,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Anjani Food Products Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2026-01-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Anjani Roller Flour Mills Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-12-30,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Aqua-Tech Solutions Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2026-01-07,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
B Y Agro & Infra Ltd.,Term loans,Term loans,ACUITE,ACUITE,1,D,Reaffirmed,2026-01-28,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Baba Malleshwar Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2026-04-15,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Babanraoji Shinde Sugar & Allied Inds. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,D,Reaffirmed,2026-01-30,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Badri Vishal Agro Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2026-03-11,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bajoria Agro Processing Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,D,Reaffirmed,2026-03-11,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bajrang Agro Inds. Pvt. Ltd.,Bank Guarantee,Bank Guarantee,ACUITE,ACUITE,1,A 4,Reaffirmed,2026-02-09,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bengani Food Products Pvt. Ltd.,Letter Of credit,Letter Of credit,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2026-03-26,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bhimseria Agro Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B-,Downgraded,2026-01-16,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bilagi Sugar Mill Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,D,Reaffirmed,2026-02-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bombay Super Hybrid Seeds Ltd.,Non-government debt,Non-government debt,CARE,CARE,1,BBB-/A3,Downgraded,2026-03-25,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Brisk Facilities (Sugar Division) Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2026-02-19,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
