Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
Dairyflex Packaging Solutions Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),"April 21, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Dairyflex Packaging Solutions Private Limited,Short Term Bank Facility,Infomerics,IVR A4+ (Upgraded),"April 21, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shree Gajanan Industries,Long Term Bank Facilities - Term Loan,Infomerics,Withdrawn,"May 19, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shree Gajanan Industries,Long Term Bank Facilities,Infomerics,IVR BB (Downgraded)(Withdrawn),"May 19, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shree Gajanan Industries,Short Term Bank Facilities,Infomerics,IVR A4 (Downgraded)(Withdrawn),"May 19, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Paramashiva Motors Pvt. Ltd.,Long term Loans,CRISIL,B+,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
J S Auto Cast Foundry India Pvt. Ltd.,Term loans,ICRA,A+,13-06-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Northern India Leather Cloth Mfg. Co. Pvt. Ltd.,Term loans,CRISIL,B-,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Durian Industries Ltd.,Letter Of credit,CRISIL,A 2,13-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Vishal Surgical Equipment Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,13-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Sophisticated Industrial Materials Analytic Labs Pvt. Ltd.,Non-government debt,CARE,B/A4,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Sri Bhavani Castings Ltd.,Term loans,CRISIL,B,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Partap Wires (India) Pvt. Ltd.,Term loans,CRISIL,B,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Optech Engineering Pvt. Ltd.,Term loans,CRISIL,B+,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Nava Nirman Fabrication Pvt. Ltd.,Bank Guarantee,CRISIL,D,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Nepzpack Industries Pvt. Ltd.,Long term Loans,CRISIL,B,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Peaton Electrical Co. Ltd.,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
S D Auto Engg. Works Pvt. Ltd.,Term loans,CRISIL,B,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Harji Engineering Works Pvt. Ltd.,Letter Of credit,BRICKWORK,D,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Aradhya Wire & Ropes Pvt. Ltd.,Letter Of credit,BRICKWORK,D,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Rathna Packaging India Pvt. Ltd.,Term loans,ICRA,BBB,13-06-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Resonance Paper Mill Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Rine Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Sakthi Auto Ancillary Pvt. Ltd.,Term loans,BRICKWORK,C,13-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Skytouch Ceramic Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,12-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
G K Plastics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,12-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Positive Metering Pumps (India) Pvt. Ltd.,Long term Loans,CRISIL,B,12-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Siddheshwari Paper Udyog Pvt. Ltd.,Term loans,CRISIL,B,12-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Shri Khatu Shyam Alloys Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,12-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Shreas Industries Ltd.,Term loans,IND-RA,BBB+,12-06-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Sanghi Industries Ltd. [Merged],Term loans,IND-RA,AA,12-06-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
T M Automotive Seating Systems Pvt. Ltd.,Long term Loans,CRISIL,A+,12-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Akash Ceramics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,11-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Shree Nageshwar Papers Ltd.,Term loans,BRICKWORK,C,11-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Pharmachem Industries (Gujarat) Pvt. Ltd.,Term loans,ACUITE,B+,11-06-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Shonan Engineering Works Pvt. Ltd.,Term loans,CARE,B-,11-06-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Manoj Cables Ltd.,Bank Guarantee,BRICKWORK,D,11-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Oswal Pumps Ltd.,Letter Of credit,CRISIL,A 1,11-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Knitcraft Apparels Intl. Pvt. Ltd.,Non-government debt,CARE,D,11-06-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
G P Motors Pvt. Ltd.,Term loans,IND-RA,BB,11-06-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Sumer Sons Autotech Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,11-06-2025,HIGH,Y,Manufacturing,HIGH urgency ACUITE INC client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Heranba Industries Ltd.,Letter Of credit,CRISIL,A 1,11-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Sarda Metals & Alloys Ltd.,Non-fund-based financial facility/instrument,IND-RA,A 1,11-06-2025,HIGH,N,Manufacturing,HIGH urgency IND-RA client — renewal overdue,"Overdue with IND-RA — ACER offers faster, more accessible alternative"
Digiana Industries Pvt. Ltd.,Term loans,BRICKWORK,B-,10-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Sangal Papers Ltd.,Bank Guarantee,BRICKWORK,A 4,10-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Suyash Kraft & Papers Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,10-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
V I P Industries Ltd.,Short-term loan,CRISIL,A 1+,10-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Shayona Engineering Ltd.,Term loans,CRISIL,B-,10-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Esteem Industries Pvt. Ltd.,Letter Of credit,ICRA,A 3+,10-06-2025,HIGH,N,Manufacturing,HIGH urgency ICRA client — renewal overdue,"Overdue with ICRA — ACER offers faster, more accessible alternative"
Patwari Electricals Pvt. Ltd.,Bank Guarantee,CARE,A 4,10-06-2025,HIGH,Y,Manufacturing,HIGH urgency CARE INC client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Thermo Cables Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 1,10-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Debson Pumps Pvt. Ltd.,Long term Loans,CRISIL,B,10-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Spectrum Dyes & Chemicals Pvt. Ltd.,Long term Loans,ACUITE,BBB,10-06-2025,HIGH,N,Manufacturing,HIGH urgency ACUITE client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Purulia Metal Casting Pvt. Ltd.,Term loans,ACUITE,D,10-06-2025,HIGH,N,Manufacturing,HIGH urgency ACUITE client — renewal overdue,"Overdue with ACUITE — ACER offers faster, more accessible alternative"
Rajyalakshmi Coated Wires Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,10-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Presstonic Engineering Ltd.,Term loans,CARE,BB,10-06-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Dec Industries Pvt. Ltd.,Long term Loans,CRISIL,A-,10-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Revankar Motors Pvt. Ltd.,Term loans,BRICKWORK,C,10-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Ideal Industrial Explosives Ltd.,Bank Guarantee,CRISIL,A 1,10-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Mangalam Alloys Ltd.,Fund based financial facility/instrument,BRICKWORK,BB-,09-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Rajsriya Automotive Inds. Pvt. Ltd.,Term loans,BRICKWORK,C,09-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
Mutual Industries Ltd.,Long term Loans,CRISIL,BB+,09-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Ramani Motors Pvt. Ltd.,Non-government debt,CARE,BB-/A4,09-06-2025,HIGH,N,Manufacturing,HIGH urgency CARE client — renewal overdue,"Overdue with CARE — ACER offers faster, more accessible alternative"
Fex Foundry Alloys Pvt. Ltd.,Long term Loans,CRISIL,BB+,09-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Integra Automation Pvt. Ltd.,Term loans,CRISIL,BB+,09-06-2025,HIGH,Y,Manufacturing,HIGH urgency CRISIL INC client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Polyset Plastics Pvt. Ltd.,Short-term loan,CRISIL,A 3+,09-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Aarnav Industries Pvt. Ltd.,Letter Of credit,CRISIL,A 3,09-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Chennai Radha Engineering Works Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A+,09-06-2025,HIGH,N,Manufacturing,HIGH urgency CRISIL client — renewal overdue,"Overdue with CRISIL — ACER offers faster, more accessible alternative"
Simplex Castings Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,D,09-06-2025,HIGH,Y,Manufacturing,HIGH urgency BRICKWORK INC client — renewal overdue,"Overdue with BRICKWORK — ACER offers faster, more accessible alternative"
