Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,INC,Sector,State,Why Target,ACER Pitch Angle,Source
Impresario Entertainment & Hospitality Pvt. Ltd.,Non-government debt,ICRA,BBB/A3+,2026-01-28,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Intas Pharmaceuticals Ltd.,Non-government debt,CARE,AA+/A1+,2026-04-08,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
International Hospital Ltd.,Term loans,CRISIL,AA+,2026-01-05,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
J B Chemicals & Pharmaceuticals Ltd.,Fund based financial facility/instrument,CRISIL,AA+,2026-03-17,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Jupiter Hospital Projects Pvt. Ltd.,Term loans,ICRA,AA-,2026-03-10,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Jupiter Life Line Hospitals Ltd.,Letter Of credit,CARE,AA-,2026-03-10,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
K A Hospitality Pvt. Ltd.,Term loans,IND-RA,A-,2026-01-28,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
K M C Speciality Hospitals (India) Ltd.,Term loans,IND-RA,AA-,2026-03-18,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Kekule Pharma Ltd.,Bank Guarantee,CARE,A 3,2026-04-01,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Kims Al Shifa Healthcare Pvt. Ltd.,Non-government debt,ICRA,BBB-/A3,2026-01-19,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Kims Health Care Mgmt. Ltd.,Non-government debt,ICRA,AA-/A1+,2026-01-19,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Knovea Pharmaceutical Pvt. Ltd.,Non-government debt,CARE,A-/A2+,2026-01-12,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Krishang Pharma Pvt. Ltd.,Term loans,CRISIL,BB-,2026-04-30,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Krishna Institute Of Medical Sciences Ltd.,Non-government debt,CARE,AA/A1+,2026-01-12,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Lakshmi Life Sciences Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2026-04-13,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Lalitha Super Specialities Hospital Pvt. Ltd.,Term loans,CARE,BBB-,2026-04-09,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Lambda Therapeutic Research Ltd.,Letter Of credit,CARE,AA-,2026-03-18,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Lincoln Pharmaceuticals Ltd.,Fund based financial facility/instrument,CRISIL,A,2026-01-09,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
M R K Healthcare Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-12-19,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
M S N Life Sciences Pvt. Ltd.,Term loans,IND-RA,A+,2026-03-20,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
M S N Pharmachem Pvt. Ltd.,Non-government debt,IND-RA,A+/A1,2026-03-25,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Maan Pharmaceuticals Ltd.,Bank Guarantee,CRISIL,A 4+,2026-01-28,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Malik Lifesciences Pvt. Ltd.,Non-government debt,ICRA,AA/A1+,2026-04-10,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Malladi Drugs & Pharmaceuticals Ltd.,Term loans,IND-RA,A+,2026-02-13,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Manipal Health Enterprises Pvt. Ltd.,Term loans,IND-RA,AA,2025-12-26,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Manipal Hospitals (Bengaluru) Pvt. Ltd.,Term loans,IND-RA,AA,2025-12-30,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Manipal Hospitals (Dwarka) Pvt. Ltd.,Term loans,IND-RA,AA,2025-12-26,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Manipal Hospitals (East) India Pvt. Ltd.,Term loans,IND-RA,AA,2025-12-26,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Manipal Hospitals Pvt. Ltd.,Term loans,IND-RA,AA,2025-12-26,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Mankind Pharma Ltd.,Non-government debt,CARE,AA+/A1+,2026-04-22,LOW,NO,Healthcare,,Multi-agency (3 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Marengo Asia Healthcare Pvt. Ltd.,Term loans,IND-RA,A-,2026-01-21,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Medi Assist Healthcare Services Ltd.,Non-government debt,CARE,AA-/A1+,2026-02-09,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Medley Pharmaceuticals Ltd.,Long term Loans,CRISIL,A+,2026-01-23,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Meridian Medical Research & Hospital Ltd.,Term loans,ICRA,AA,2026-01-19,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Meril Diagnostics Pvt. Ltd.,Non-government debt,CARE,AA-/A1+,2025-12-22,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Meril Endo Surgery Pvt. Ltd.,Non-government debt,CARE,AA-/A1+,2025-12-22,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Meril Healthcare Pvt. Ltd.,Non-government debt,CARE,AA/A1+,2025-12-22,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Meril Life Sciences India Pvt. Ltd.,Non-government debt,CARE,AA/A1+,2025-12-22,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Meril Life Sciences Pvt. Ltd.,Bank Guarantee,CARE,A 1+,2025-12-22,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Meril Medical Innovations Pvt. Ltd.,Non-government debt,CARE,A+/A1+,2025-12-22,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Micro Life Sciences Pvt. Ltd.,Non-government debt,CARE,AA/A1+,2025-12-22,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Moolchand Healthcare Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,A-,2026-02-17,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Muthoot Health Care Pvt. Ltd.,Term loans,ICRA,BBB,2026-02-10,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Narayana Hrudayalaya Ltd.,Non-government debt,ICRA,AA/A1+,2026-03-24,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Narayana Hrudayalaya Surgical Hospital Pvt. Ltd.,Non-government debt,ICRA,AA/A1+,2026-01-19,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Nitika Pharmaceutical Specialities Pvt. Ltd.,Letter Of credit,ACUITE,A 3,2026-03-02,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Noble Hospitals Pvt. Ltd.,Long term Loans,CRISIL,BBB,2026-03-02,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Nrv Hospitality Pvt. Ltd.,Term loans,CARE,BB+,2026-03-10,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Onesource Specialty Pharma Ltd.,Non-government debt,CARE,BBB+/A 3+,2026-03-05,LOW,NO,Healthcare,,Multi-agency (2 raters) — open to alternatives,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Orchid Pharma Ltd.,Bank Guarantee,CARE,A 2,2026-04-08,LOW,NO,Healthcare,,Healthcare company in d365,ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
