Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Quarter,Escalation_Month,Escalation_Date,HOT_Date,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Also_In_Other_Quarter
Swaroop Agro Products Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,6.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Sri Venkatesh Iron & Alloys (India) Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,5.96,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Kakatiyan Medical Services Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,5.67,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Daftari Agro Pvt. Ltd.,ACUITE,Fund-Based,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,5.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Kandoi Transport Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,5.0,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Meenar Polydyed Yarns Ltd.,ICRA,Term Loan,B+,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,5.0,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Overseas Health Care Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,5.0,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Pregna International Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,4.45,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Panama Papers Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,4.0,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Pro-Arc Welding & Cutting Systems Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Samal Builders Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,3.5,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Pregna International Ltd.,CRISIL,Letter of Credit,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,2.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Faizan Shoes Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,2.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Satija Motors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,2.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Pro-Arc Welding & Cutting Systems Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,1.9,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
N B Cotex Pvt. Ltd.,ICRA,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,1.49,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Purple Microport Cardiovascular Pvt. Ltd.,ACUITE,Term Loan,BB-,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,1.42,BFSI,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Krishna Transnational Marbles Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,1.3,Mining,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Swaroop Agro Products Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,1.3,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Daftari Agro Pvt. Ltd.,ACUITE,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,1.21,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Jeewan Motors Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Non-Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Panama Papers Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,0.5,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Arundhati Jewellers Pvt. Ltd.,ACUITE,Term Loan,BB+,2026-03-25,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-25,,0.15,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Krishna Buildestates Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,246.6,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Shiva Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,93.7,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Inkel Ltd.,CARE,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,85.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Oriental Edumed Pvt. Ltd.,CARE,NCD/Bond,B/A4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,37.82,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
A S Motors Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,30.29,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Savla Foods & Cold Storage Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,29.39,Agro/Food,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Krishna Buildestates Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,28.5,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Medipol Pharmaceutical India Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,20.5,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Labdhi International Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,17.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Luna Chemical Inds. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,15.65,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
A S Motors Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,13.15,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Veparseva Healthcare Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,12.84,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Need Livelihood Microfinance Pvt. Ltd.,CARE,Term Loan,B-,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,10.91,BFSI,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Bengani Food Products Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,10.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Medipol Pharmaceutical India Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,10.0,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Vishakha Plastic Pipes Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,10.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Luna Chemical Inds. Pvt. Ltd.,BRICKWORK,Term Loan,B-,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,8.55,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Kasatex Home Furnishing Pvt. Ltd.,BRICKWORK,Fund-Based,B+,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,7.89,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Savla Foods & Cold Storage Pvt. Ltd.,ICRA,Fund-Based,BB+,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,7.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
A P T Tools & Machinery India Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,6.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Bengani Exports (India) Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Pragana Danwar Food Processor Pvt. Ltd.,CRISIL,Term Loan,B-,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,6.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Vishakha Plastic Pipes Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,5.96,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Legency Remedies Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,5.24,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Luna Chemical Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,5.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
A P T Tools & Machinery India Pvt. Ltd.,CARE,Term Loan,BB-,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,4.55,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
A S Motors Pvt. Ltd.,CARE,Term Loan,BB-,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,4.25,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Kasatex Home Furnishing Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Savla Foods & Cold Storage Pvt. Ltd.,ICRA,Term Loan,BB+,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,3.11,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Labdhi International Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,2.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Oriental Edumed Pvt. Ltd.,CARE,Term Loan,B,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,2.18,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Vishakha Plastic Pipes Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,2.02,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Talwar Auto Garages Pvt. Ltd.,BRICKWORK,Fund-Based,C,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,1.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
A P T Tools & Machinery India Pvt. Ltd.,CARE,Term Loan,BB-,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,0.61,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Savla Foods & Cold Storage Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,0.5,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Legency Remedies Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,0.25,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Bengani Exports (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-03-26,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-26,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Rushabhdev Infraprojects Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-27,,56.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Precision Infratech Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-27,,55.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Asclepius Hospitals & Health Care Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2026-03-27,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-27,,49.81,Healthcare,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
Santlal Industries Ltd.,ACUITE,Term Loan,BB-,2026-03-27,LOW/MEDIUM,Q1 2027,Mar 2027,2027-03-27,,45.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Dec 2026–Jan 2027,No
